business_id,business_name,category,location,cluster,latitude,longitude,price_level,business_age_years,is_our_business,date,rating,review_count,monthly_reviews,sentiment_score,response_rate,response_time_hours,service_score,value_score,website_visits,social_engagement,engagement_rate,repeat_customer_rate,review_velocity,rating_momentum,review_growth_rate,relative_rating,relative_review_volume,relative_sentiment,market_share_estimate,competitive_score,year,month,quarter,month_name
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.0,False,2025-01-01,4.46,15501,206,0.689,0.591,14.5,3.9,4.15,1931,519,0.0462,0.435,22.89,0.0,0.0,1.0961,5.9161,1.2936,0.039441,57.9,2025,1,1,Jan 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.1,False,2025-02-01,4.42,15684,183,0.682,0.599,3.1,4.27,4.07,1659,257,0.0482,0.536,20.11,-0.04,-0.1117,1.0822,5.5298,1.29,0.036865,54.4,2025,2,1,Feb 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.2,False,2025-03-01,4.35,15813,129,0.559,0.552,7.9,4.17,4.66,1386,342,0.0482,0.477,14.02,-0.07,-0.2951,1.0602,3.9218,1.0691,0.026145,48.3,2025,3,1,Mar 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.2,False,2025-04-01,4.44,15984,171,0.744,0.466,3.1,3.69,4.57,1167,106,0.0384,0.512,18.59,0.09,0.3256,1.0763,5.1997,1.4029,0.034665,49.9,2025,4,2,Apr 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.3,False,2025-05-01,4.45,16125,141,0.664,0.507,7.2,4.12,4.74,1556,331,0.0273,0.461,15.16,0.01,-0.1754,1.0801,4.9289,1.2618,0.032859,48.5,2025,5,2,May 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.4,False,2025-06-01,4.37,16271,146,0.588,0.548,5.3,4.5,4.49,1296,334,0.0386,0.437,15.53,-0.08,0.0355,1.0688,5.2242,1.1073,0.034828,51.6,2025,6,2,Jun 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.5,False,2025-07-01,4.45,16284,13,0.661,0.508,3.5,4.4,4.46,733,196,0.0341,0.423,1.37,0.08,-0.911,1.094,0.5369,1.2356,0.003579,43.0,2025,7,3,Jul 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.6,False,2025-08-01,4.37,16355,71,0.699,0.698,7.9,4.11,4.74,1348,230,0.1023,0.442,7.4,-0.08,4.4615,1.0821,2.8706,1.2965,0.019137,63.3,2025,8,3,Aug 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.7,False,2025-09-01,4.33,16470,115,0.591,0.575,3.8,4.14,4.15,926,359,0.0396,0.342,11.86,-0.04,0.6197,1.0755,3.9483,1.1065,0.026322,45.7,2025,9,3,Sep 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.8,False,2025-10-01,4.44,16553,83,0.625,0.428,2.6,4.4,4.62,1325,66,0.0204,0.513,8.47,0.11,-0.2783,1.1028,2.8535,1.1699,0.019024,44.6,2025,10,4,Oct 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.8,False,2025-11-01,4.3,16709,156,0.55,0.446,6.1,3.52,4.82,1253,318,0.0279,0.461,15.92,-0.14,0.8795,1.0675,5.0053,1.0107,0.033369,45.5,2025,11,4,Nov 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,9.9,False,2025-12-01,4.52,16810,101,0.506,0.692,3.9,4.12,4.78,1511,502,0.0259,0.466,10.2,0.22,-0.3526,1.1174,3.0918,0.9344,0.020612,44.8,2025,12,4,Dec 2025
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,10.0,False,2026-01-01,4.49,17032,222,0.728,0.573,7.7,4.1,4.53,1366,350,0.0467,0.571,22.2,-0.03,1.198,1.1,6.8001,1.356,0.045334,63.9,2026,1,1,Jan 2026
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,10.1,False,2026-02-01,4.45,17176,144,0.641,0.41,4.1,4.61,4.29,1379,386,0.0238,0.484,14.26,-0.04,-0.3514,1.086,4.3902,1.1998,0.029268,51.4,2026,2,1,Feb 2026
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,10.2,False,2026-03-01,4.4,17295,119,0.693,0.606,9.5,3.83,4.28,1695,238,0.0498,0.493,11.67,-0.05,-0.1736,1.0704,3.5894,1.2456,0.023929,50.2,2026,3,1,Mar 2026
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,10.2,False,2026-04-01,4.64,17409,114,0.693,0.551,6.1,4.9,4.77,1659,396,0.0227,0.498,11.18,0.24,-0.042,1.124,3.9814,1.2783,0.026542,58.0,2026,4,2,Apr 2026
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,10.3,False,2026-05-01,4.44,17514,105,0.512,0.371,2.6,4.42,4.48,1241,247,0.0244,0.485,10.19,-0.2,-0.0789,1.0791,3.7438,0.9382,0.024958,44.7,2026,5,2,May 2026
BIZ_002,Roastery Coffee House,Coffee Shop,Somajiguda,Central,17.438954,78.479461,2,10.4,False,2026-06-01,4.51,17673,159,0.564,0.528,6.4,4.24,4.91,1450,326,0.05,0.418,15.29,0.07,0.5143,1.0984,6.061,1.0299,0.040407,60.1,2026,6,2,Jun 2026
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.0,False,2025-01-01,4.59,6105,335,0.897,0.513,2.7,4.54,4.77,921,168,0.0324,0.508,167.5,0.0,0.0,1.1281,9.6209,1.6841,0.064139,70.9,2025,1,1,Jan 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.1,False,2025-02-01,4.49,6430,325,0.889,0.639,6.5,4.24,4.18,622,100,0.0522,0.493,154.76,-0.1,-0.0299,1.0994,9.8207,1.6816,0.065471,68.4,2025,2,1,Feb 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.2,False,2025-03-01,4.53,6740,310,0.982,0.523,5.2,4.42,4.9,449,85,0.0232,0.516,140.91,0.04,-0.0462,1.104,9.4244,1.8781,0.062829,67.8,2025,3,1,Mar 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.2,False,2025-04-01,4.62,7104,364,0.842,0.532,8.7,4.0,4.18,397,157,0.0516,0.489,165.45,0.09,0.1742,1.1199,11.0683,1.5876,0.073789,64.1,2025,4,2,Apr 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.3,False,2025-05-01,4.58,7486,382,0.858,0.523,3.9,4.94,5.0,570,138,0.0527,0.519,166.09,-0.04,0.0495,1.1117,13.3535,1.6304,0.089024,75.3,2025,5,2,May 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.4,False,2025-06-01,4.59,7636,150,0.889,0.493,5.2,4.6,4.83,508,150,0.0316,0.458,62.5,0.01,-0.6073,1.1226,5.3674,1.6742,0.035782,58.3,2025,6,2,Jun 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.5,False,2025-07-01,4.54,7779,143,0.886,0.558,2.7,4.39,4.68,699,60,0.0508,0.469,57.2,-0.05,-0.0467,1.1161,5.9058,1.6562,0.039372,61.2,2025,7,3,Jul 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.6,False,2025-08-01,4.51,7961,182,0.992,0.698,9.2,4.16,4.23,514,38,0.0271,0.532,70.0,-0.03,0.2727,1.1167,7.3585,1.8399,0.049057,59.0,2025,8,3,Aug 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.7,False,2025-09-01,4.55,8156,195,0.945,0.491,11.7,4.02,4.54,552,92,0.0337,0.563,72.22,0.04,0.0714,1.1302,6.6949,1.7692,0.044633,55.4,2025,9,3,Sep 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.8,False,2025-10-01,4.53,8352,196,0.958,0.41,7.7,4.56,4.83,560,107,0.0261,0.498,70.0,-0.02,0.0051,1.1251,6.7385,1.7933,0.044923,59.3,2025,10,4,Oct 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.8,False,2025-11-01,4.55,8549,197,0.854,0.48,13.0,4.19,4.55,626,84,0.0306,0.517,70.36,0.02,0.0051,1.1295,6.3209,1.5693,0.042139,57.2,2025,11,4,Nov 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,2.9,False,2025-12-01,4.57,8825,276,0.977,0.354,5.5,4.61,4.25,680,82,0.0325,0.484,95.17,0.02,0.401,1.1298,8.449,1.8041,0.056327,65.8,2025,12,4,Dec 2025
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,3.0,False,2026-01-01,4.64,9043,218,0.919,0.467,4.6,4.63,4.53,774,223,0.0224,0.501,72.67,0.07,-0.2101,1.1368,6.6776,1.7118,0.044517,62.2,2026,1,1,Jan 2026
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,3.1,False,2026-02-01,4.7,9327,284,0.922,0.427,6.7,4.18,3.97,696,160,0.0324,0.568,91.61,0.06,0.3028,1.1471,8.6585,1.7258,0.057724,68.2,2026,2,1,Feb 2026
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,3.2,False,2026-03-01,4.58,9534,207,0.965,0.65,4.7,4.19,4.56,543,143,0.026,0.456,64.69,-0.12,-0.2711,1.1142,6.2437,1.7345,0.041625,57.4,2026,3,1,Mar 2026
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,3.2,False,2026-04-01,4.59,9783,249,1.0,0.542,4.8,4.31,4.2,673,111,0.0355,0.431,77.81,0.01,0.2029,1.1119,8.6962,1.8446,0.057974,74.2,2026,4,2,Apr 2026
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,3.3,False,2026-05-01,4.66,10080,297,1.0,0.641,3.5,3.92,4.71,570,152,0.0401,0.458,90.0,0.07,0.1928,1.1326,10.5895,1.8325,0.070597,65.5,2026,5,2,May 2026
BIZ_003,Roast CCX,Coffee Shop,Gachibowli,West,17.443317,78.376317,2,3.4,False,2026-06-01,4.75,10294,214,1.0,0.558,3.5,4.36,5.0,459,85,0.0241,0.495,62.94,0.09,-0.2795,1.1569,8.1576,1.8261,0.054384,68.0,2026,6,2,Jun 2026
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.0,False,2025-01-01,4.52,8310,59,0.857,0.622,4.8,4.4,4.31,1087,249,0.0236,0.466,4.21,0.0,0.0,1.1109,1.6944,1.609,0.011296,53.1,2025,1,1,Jan 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.1,False,2025-02-01,4.6,8382,72,1.0,0.569,5.6,4.3,4.31,944,164,0.0542,0.565,5.11,0.08,0.2203,1.1263,2.1757,1.8915,0.014504,57.0,2025,2,1,Feb 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.2,False,2025-03-01,4.57,8430,48,0.671,0.553,10.2,4.34,3.81,768,216,0.0238,0.517,3.38,-0.03,-0.3333,1.1138,1.4593,1.2833,0.009728,46.1,2025,3,1,Mar 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.2,False,2025-04-01,4.59,8475,45,0.799,0.569,3.5,4.87,4.31,980,229,0.0287,0.47,3.17,0.02,-0.0625,1.1126,1.3683,1.5066,0.009122,50.9,2025,4,2,Apr 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.3,False,2025-05-01,4.63,8520,45,0.84,0.607,3.3,4.79,4.15,665,170,0.0563,0.519,3.15,0.04,0.0,1.1238,1.5731,1.5962,0.010487,57.9,2025,5,2,May 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.4,False,2025-06-01,4.41,8564,44,0.985,0.47,4.3,4.36,4.25,741,160,0.0511,0.414,3.06,-0.22,-0.0222,1.0786,1.5744,1.8549,0.010496,53.7,2025,6,2,Jun 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.5,False,2025-07-01,4.56,8609,45,0.882,0.473,6.5,3.84,3.79,692,186,0.0296,0.448,3.1,0.15,0.0227,1.121,1.8585,1.6487,0.01239,48.2,2025,7,3,Jul 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.6,False,2025-08-01,4.46,8656,47,0.857,0.641,3.7,4.41,4.19,802,166,0.0204,0.519,3.22,-0.1,0.0444,1.1044,1.9003,1.5895,0.012668,48.1,2025,8,3,Aug 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.7,False,2025-09-01,4.4,8711,55,0.801,0.604,3.6,3.93,4.23,802,131,0.0382,0.422,3.74,-0.06,0.1702,1.0929,1.8883,1.4996,0.012589,46.4,2025,9,3,Sep 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.8,False,2025-10-01,4.35,8774,63,0.969,0.56,4.8,4.17,4.44,642,168,0.022,0.488,4.26,-0.05,0.1455,1.0804,2.1659,1.8139,0.01444,49.2,2025,10,4,Oct 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.8,False,2025-11-01,4.49,8836,62,1.0,0.389,4.8,4.73,4.2,987,180,0.0317,0.556,4.19,0.14,-0.0159,1.1146,1.9893,1.8376,0.013262,54.2,2025,11,4,Nov 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.9,False,2025-12-01,4.56,8915,79,0.893,0.578,2.3,4.29,4.15,1232,169,0.0801,0.549,5.3,0.07,0.2742,1.1273,2.4184,1.649,0.016122,59.1,2025,12,4,Dec 2025
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.0,False,2026-01-01,4.53,9005,90,0.843,0.559,4.8,4.2,3.78,871,83,0.0296,0.4,6.0,-0.03,0.1392,1.1098,2.7568,1.5702,0.018379,52.6,2026,1,1,Jan 2026
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.1,False,2026-02-01,4.56,9061,56,0.719,0.539,3.7,4.46,4.7,595,183,0.0737,0.436,3.71,0.03,-0.3778,1.1129,1.7073,1.3458,0.011382,55.8,2026,2,1,Feb 2026
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.2,False,2026-03-01,4.5,9100,39,0.858,0.58,1.7,4.3,4.57,784,138,0.03,0.385,2.57,-0.06,-0.3036,1.0947,1.1764,1.5422,0.007842,49.0,2026,3,1,Mar 2026
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.2,False,2026-04-01,4.4,9153,53,0.878,0.412,10.3,4.05,4.23,1042,200,0.0224,0.433,3.49,-0.1,0.359,1.0658,1.851,1.6195,0.01234,51.7,2026,4,2,Apr 2026
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.3,False,2026-05-01,4.34,9185,32,0.813,0.722,3.2,4.29,4.1,922,200,0.029,0.47,2.09,-0.06,-0.3962,1.0548,1.141,1.4898,0.007606,44.9,2026,5,2,May 2026
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.4,False,2026-06-01,4.5,9238,53,0.857,0.665,5.2,4.11,4.39,505,142,0.0202,0.39,3.44,0.16,0.6562,1.096,2.0203,1.565,0.013469,50.2,2026,6,2,Jun 2026
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.0,False,2025-01-01,4.56,6642,367,0.788,0.557,8.1,4.91,4.57,509,87,0.0511,0.545,183.5,0.0,0.0,1.1207,10.5399,1.4795,0.070266,73.8,2025,1,1,Jan 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.1,False,2025-02-01,4.51,6960,318,0.709,0.497,8.7,4.54,4.27,736,66,0.0445,0.426,151.43,-0.05,-0.1335,1.1043,9.6092,1.3411,0.064061,65.0,2025,2,1,Feb 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.2,False,2025-03-01,4.66,7221,261,0.593,0.484,5.3,4.48,4.82,419,152,0.0445,0.391,118.64,0.15,-0.1792,1.1357,7.9347,1.1341,0.052898,61.4,2025,3,1,Mar 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.2,False,2025-04-01,4.49,7558,337,0.822,0.387,5.1,4.28,4.76,443,119,0.0333,0.475,153.18,-0.17,0.2912,1.0884,10.2473,1.5499,0.068315,60.5,2025,4,2,Apr 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.3,False,2025-05-01,4.51,7791,233,0.728,0.484,5.6,3.77,4.62,479,105,0.0639,0.534,101.3,0.02,-0.3086,1.0947,8.145,1.3834,0.0543,60.4,2025,5,2,May 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.4,False,2025-06-01,4.56,8010,219,0.734,0.353,4.1,4.0,4.79,644,163,0.0487,0.464,91.25,0.05,-0.0601,1.1153,7.8364,1.3823,0.052242,60.0,2025,6,2,Jun 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.5,False,2025-07-01,4.6,8148,138,0.631,0.384,4.4,4.42,4.93,551,32,0.023,0.579,55.2,0.04,-0.3699,1.1308,5.6993,1.1795,0.037996,53.0,2025,7,3,Jul 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.6,False,2025-08-01,4.41,8177,29,0.68,0.62,12.8,3.84,4.73,411,88,0.0329,0.399,11.15,-0.19,-0.7899,1.092,1.1725,1.2612,0.007817,42.3,2025,8,3,Aug 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.7,False,2025-09-01,4.48,8439,262,0.847,0.474,6.9,4.08,4.9,476,60,0.0993,0.531,97.04,0.07,8.0345,1.1128,8.9952,1.5857,0.059968,71.2,2025,9,3,Sep 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.8,False,2025-10-01,4.45,8561,122,0.809,0.419,4.7,4.08,5.0,303,205,0.0372,0.535,43.57,-0.03,-0.5344,1.1052,4.1944,1.5144,0.027962,51.1,2025,10,4,Oct 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.8,False,2025-11-01,4.44,8874,313,0.83,0.627,4.3,4.2,4.89,816,119,0.0722,0.474,111.79,-0.01,1.5656,1.1022,10.0428,1.5252,0.066952,70.4,2025,11,4,Nov 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.9,False,2025-12-01,4.45,9257,383,0.789,0.433,7.8,3.96,4.31,531,147,0.0247,0.448,132.07,0.01,0.2236,1.1001,11.7245,1.457,0.078163,63.2,2025,12,4,Dec 2025
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.0,False,2026-01-01,4.58,9598,341,0.773,0.552,4.0,4.59,5.0,670,136,0.039,0.474,113.67,0.13,-0.1097,1.1221,10.4452,1.4399,0.069634,69.8,2026,1,1,Jan 2026
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.1,False,2026-02-01,4.47,9880,282,0.658,0.442,5.8,4.03,4.59,397,126,0.0216,0.548,90.97,-0.11,-0.173,1.0909,8.5976,1.2316,0.057317,57.1,2026,2,1,Feb 2026
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.2,False,2026-03-01,4.56,10147,267,0.727,0.494,4.1,4.06,4.57,661,93,0.073,0.516,83.44,0.09,-0.0532,1.1093,8.0535,1.3067,0.05369,63.6,2026,3,1,Mar 2026
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.2,False,2026-04-01,4.55,10387,240,0.563,0.574,2.8,4.37,4.82,673,64,0.0226,0.475,75.0,-0.01,-0.1011,1.1022,8.3818,1.0385,0.055879,62.8,2026,4,2,Apr 2026
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.3,False,2026-05-01,4.64,10800,413,0.622,0.445,6.9,4.11,5.0,579,115,0.0526,0.528,125.15,0.09,0.7208,1.1277,14.7255,1.1398,0.09817,67.9,2026,5,2,May 2026
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.4,False,2026-06-01,4.76,11058,258,0.687,0.507,2.3,4.35,4.86,405,96,0.0476,0.444,75.88,0.12,-0.3753,1.1593,9.8348,1.2546,0.065565,71.1,2026,6,2,Jun 2026
