business_id,business_name,category,location,cluster,latitude,longitude,price_level,business_age_years,is_our_business,date,rating,review_count,monthly_reviews,sentiment_score,response_rate,response_time_hours,service_score,value_score,website_visits,social_engagement,engagement_rate,repeat_customer_rate
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.1,False,2025-02-01,4.6,8382,72,1.0,,5.6,,4.31,944.0,164.0,0.0542,0.565
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.2,False,2025-03-01,4.57,8430,48,0.671,0.553,10.2,4.34,3.81,768.0,216.0,0.0238,0.517
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.2,False,2025-04-01,4.59,8475,45,0.799,,3.5,4.87,4.31,980.0,229.0,0.0287,0.47
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.3,False,2025-05-01,4.63,8520,45,0.84,0.607,3.3,4.79,4.15,665.0,170.0,0.0563,0.519
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.4,False,2025-06-01,4.41,8564,44,0.985,0.47,4.3,4.36,4.25,741.0,160.0,0.0511,0.414
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.5,False,2025-07-01,4.56,8609,45,0.882,0.473,6.5,3.84,3.79,692.0,186.0,0.0296,0.448
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.6,False,2025-08-01,4.46,8656,47,,0.641,3.7,4.41,4.19,802.0,166.0,0.0204,0.519
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.7,False,2025-09-01,4.4,8711,55,0.801,0.604,3.6,3.93,,,131.0,0.0382,0.422
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.8,False,2025-10-01,4.35,8774,63,0.969,0.56,4.8,4.17,4.44,642.0,168.0,0.022,0.488
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.8,False,2025-11-01,4.49,8836,62,1.0,0.389,4.8,4.73,4.2,987.0,180.0,0.0317,0.556
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,14.9,False,2025-12-01,4.56,8915,79,0.893,0.578,2.3,4.29,4.15,1232.0,169.0,0.0801,0.549
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.0,False,2026-01-01,4.53,9005,90,0.843,0.559,4.8,4.2,3.78,871.0,83.0,,0.4
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.1,False,2026-02-01,4.56,9061,56,0.719,0.539,3.7,4.46,4.7,595.0,183.0,0.0737,0.436
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.2,False,2026-03-01,4.5,9100,39,0.858,0.58,1.7,4.3,4.57,784.0,138.0,0.03,0.385
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.2,False,2026-04-01,4.4,9153,53,0.878,0.412,10.3,4.05,4.23,1042.0,200.0,0.0224,0.433
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.3,False,2026-05-01,4.34,9185,32,0.813,0.722,3.2,4.29,4.1,922.0,200.0,0.029,0.47
BIZ_004,Concu,Bakery & Cafe,Banjara Hills,Central,17.457584,78.464349,3,15.4,False,2026-06-01,4.5,9238,53,0.857,0.665,5.2,4.11,4.39,505.0,142.0,0.0202,0.39
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.0,False,2025-01-01,4.56,6642,367,0.788,0.557,8.1,4.91,4.57,509.0,87.0,0.0511,0.545
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.1,False,2025-02-01,4.51,6960,318,0.709,0.497,8.7,4.54,4.27,736.0,66.0,0.0445,0.426
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.2,False,2025-03-01,4.66,7221,261,0.593,,5.3,4.48,4.82,419.0,152.0,,0.391
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.2,False,2025-04-01,4.49,7558,337,0.822,0.387,5.1,4.28,4.76,443.0,119.0,0.0333,0.475
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.3,False,2025-05-01,4.51,7791,233,0.728,,5.6,3.77,4.62,479.0,105.0,0.0639,0.534
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.4,False,2025-06-01,4.56,8010,219,0.734,0.353,4.1,4.0,4.79,644.0,163.0,0.0487,0.464
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.5,False,2025-07-01,4.6,8148,138,0.631,0.384,4.4,4.42,4.93,551.0,32.0,0.023,0.579
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.6,False,2025-08-01,4.41,8177,29,0.68,0.62,12.8,3.84,4.73,411.0,88.0,0.0329,0.399
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.7,False,2025-09-01,4.48,8439,262,0.847,0.474,6.9,4.08,4.9,476.0,60.0,0.0993,0.531
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.8,False,2025-10-01,4.45,8561,122,0.809,0.419,4.7,4.08,5.0,303.0,205.0,0.0372,0.535
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.8,False,2025-11-01,4.44,8874,313,0.83,0.627,4.3,4.2,4.89,816.0,119.0,0.0722,0.474
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,2.9,False,2025-12-01,4.45,9257,383,0.789,0.433,7.8,3.96,4.31,531.0,147.0,0.0247,0.448
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.0,False,2026-01-01,4.58,9598,341,0.773,0.552,4.0,4.59,5.0,670.0,136.0,0.039,0.474
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.1,False,2026-02-01,4.47,9880,282,0.658,0.442,5.8,4.03,4.59,397.0,126.0,0.0216,0.548
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.2,False,2026-03-01,4.56,10147,267,0.727,0.494,4.1,4.06,4.57,661.0,93.0,0.073,0.516
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.2,False,2026-04-01,4.55,10387,240,0.563,0.574,2.8,4.37,4.82,673.0,64.0,0.0226,0.475
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.3,False,2026-05-01,4.64,10800,413,0.622,0.445,6.9,4.11,5.0,579.0,115.0,0.0526,0.528
BIZ_005,Habitat Cafe,Cafe,Miyapur,West,17.438611,78.391851,1,3.4,False,2026-06-01,4.76,11058,258,0.687,0.507,2.3,4.35,4.86,405.0,96.0,0.0476,0.444
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.0,False,2025-01-01,4.49,1519,19,0.639,0.608,3.8,4.6,4.12,279.0,71.0,0.0681,0.49
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.1,False,2025-02-01,4.42,1540,21,0.659,0.291,7.4,4.64,4.45,330.0,75.0,0.0877,0.417
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.2,False,2025-03-01,4.53,1560,20,0.687,0.491,6.3,4.45,4.3,127.0,54.0,0.0322,0.442
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.2,False,2025-04-01,4.35,1575,15,0.702,0.49,12.1,4.25,4.23,281.0,32.0,0.0328,0.456
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.3,False,2025-05-01,4.47,1596,21,0.846,0.461,5.0,4.65,4.47,285.0,25.0,0.0301,0.425
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.4,False,2025-06-01,4.47,1609,13,0.771,0.481,5.5,4.28,4.02,254.0,35.0,0.0203,0.394
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.5,False,2025-07-01,4.3,1623,14,0.516,,1.5,4.08,4.11,239.0,41.0,0.0346,0.411
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.6,False,2025-08-01,4.46,1642,19,0.788,0.579,5.2,4.46,4.41,199.0,34.0,0.0204,0.519
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.7,False,2025-09-01,4.29,1646,4,0.756,0.634,2.4,4.29,4.26,117.0,32.0,0.0272,0.465
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.8,False,2025-10-01,4.21,1662,16,0.872,0.537,6.1,3.63,3.86,231.0,45.0,0.0395,0.49
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.8,False,2025-11-01,4.46,1682,20,0.714,0.405,14.6,3.91,4.47,300.0,50.0,0.0269,0.519
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,7.9,False,2025-12-01,4.36,1700,18,0.76,0.451,17.6,3.68,4.21,383.0,56.0,0.0216,0.512
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,8.0,False,2026-01-01,4.34,1732,32,0.6,0.479,5.7,4.08,3.83,309.0,63.0,0.0255,0.39
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,8.1,False,2026-02-01,4.45,1763,31,0.647,0.554,3.8,4.38,4.26,250.0,63.0,0.033,0.422
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,8.2,False,2026-03-01,4.5,1789,26,0.854,0.558,2.9,4.3,4.69,299.0,50.0,0.0252,0.407
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,8.2,False,2026-04-01,4.49,1811,22,0.728,0.488,6.7,4.16,4.27,354.0,46.0,0.0225,0.432
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,8.3,False,2026-05-01,4.31,1820,9,0.64,0.56,5.7,4.14,4.25,290.0,37.0,0.0258,0.371
BIZ_006,F3 Cafe,Cafe,Uppal,East,17.473415,78.528357,3,8.4,False,2026-06-01,4.48,1829,9,0.831,0.536,3.4,4.16,4.45,222.0,52.0,0.0315,0.497
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.0,False,2025-01-01,4.88,147,7,0.868,0.489,1.0,4.8,4.75,259.0,42.0,0.0586,0.365
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.1,False,2025-02-01,4.94,153,6,0.931,0.649,2.7,4.95,5.0,,61.0,0.0311,0.53
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.2,False,2025-03-01,4.74,157,4,0.815,0.422,4.4,4.91,5.0,256.0,70.0,0.0272,0.555
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.2,False,2025-04-01,4.88,161,4,0.933,0.603,4.3,4.5,5.0,336.0,,0.0216,0.585
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.3,False,2025-05-01,4.99,166,5,0.849,0.582,5.4,4.31,5.0,279.0,58.0,0.0222,0.595
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.4,False,2025-06-01,5.0,171,5,0.879,0.578,8.0,4.7,5.0,229.0,50.0,0.0461,0.474
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.5,False,2025-07-01,4.97,174,3,0.935,0.395,3.7,5.0,5.0,244.0,43.0,0.0337,0.44
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.6,False,2025-08-01,4.87,179,5,0.959,0.496,5.6,4.21,4.98,262.0,,0.0358,0.586
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.7,False,2025-09-01,4.88,183,4,0.911,0.549,10.7,4.39,5.0,175.0,31.0,0.061,0.548
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.8,False,2025-10-01,4.93,189,6,0.779,0.646,5.3,4.62,5.0,161.0,56.0,0.0273,0.557
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.8,False,2025-11-01,4.77,196,7,0.817,0.456,5.7,4.36,5.0,359.0,43.0,0.0281,0.487
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,5.9,False,2025-12-01,4.86,201,5,0.926,0.637,9.7,4.56,4.73,261.0,60.0,0.0265,0.47
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,6.0,False,2026-01-01,4.8,204,3,0.89,0.676,,4.41,5.0,232.0,32.0,0.0261,0.491
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,6.1,False,2026-02-01,4.85,208,4,0.802,0.546,5.6,4.43,5.0,255.0,52.0,0.0383,0.57
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,6.2,False,2026-03-01,5.0,215,7,0.963,0.368,11.2,5.0,4.82,258.0,57.0,0.0377,0.547
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,6.2,False,2026-04-01,5.0,219,4,0.877,0.372,9.0,4.97,5.0,306.0,44.0,0.0242,0.452
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,6.3,False,2026-05-01,4.98,224,5,0.894,0.364,5.7,5.0,5.0,232.0,44.0,0.039,0.43
BIZ_007,HC Cafe,Cafe,Sainikpuri,East,17.491049,78.492168,1,6.4,False,2026-06-01,5.0,227,3,0.899,0.554,4.7,4.56,,171.0,31.0,0.0213,0.58
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.0,False,2025-01-01,4.34,878,5,0.636,0.687,6.1,4.18,4.76,278.0,48.0,0.0707,0.519
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.1,False,2025-02-01,4.52,885,7,0.513,0.575,7.4,4.25,4.88,215.0,66.0,0.0444,0.384
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.2,False,2025-03-01,4.18,894,9,0.642,0.497,2.4,3.78,4.19,308.0,53.0,0.0222,0.44
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.2,False,2025-04-01,4.47,899,5,0.696,0.517,4.9,4.51,4.56,278.0,,0.0223,0.415
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.3,False,2025-05-01,4.26,906,7,0.502,0.331,9.7,4.38,4.14,197.0,61.0,0.069,0.459
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.4,False,2025-06-01,4.36,913,7,0.461,0.522,3.6,4.21,,235.0,38.0,0.0426,0.474
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.5,False,2025-07-01,4.32,918,5,,0.435,7.6,3.83,4.46,160.0,53.0,0.0225,0.514
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.6,False,2025-08-01,4.36,922,4,0.651,0.474,3.2,4.1,4.28,338.0,49.0,0.0256,0.458
BIZ_008,SAGE Farm Cafe,Cafe,Mehdipatnam,South,17.358502,78.426754,2,9.7,False,2025-09-01,4.22,927,5,0.594,0.556,6.6,3.4,4.58,,11.0,0.0438,0.422
